algorithm	0	1	2	3	4	5	minimum_rank_avg	min_node_zscore	avg_recon_dist	seed	noise	sample_size	num_genes	data_file
pca	1.776	1.048	1.26	1.0133333333333334	1.0	1.0	1.0642666666666667	2.1862045563392107	3.3060987261616	54376	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
ica	1.72	2.3280000000000003	1.94	1.2533333333333334	1.4	1.08	1.6002666666666667	2.1613907185466505	3.30610217355143	54376	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
nmf	1.032	1.504	1.45	1.6666666666666667	1.42	1.36	1.4801333333333333	0.1824681439973027	3.3064961525189447	54376	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
tybalt	3.2880000000000003	1.28	1.25	1.5066666666666666	1.22	1.2	1.2913333333333334	-0.1603011022609072	3.3094570744557257	360193	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
adage	3.36	3.4160000000000004	3.23	3.36	2.78	3.24	3.2052	-1.2879980910304931	3.917507875930314	360193	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
pca	1.712	1.104	1.31	1.04	1.02	1.0	1.0948	2.1765974787325986	3.30609702715016	360193	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
ica	1.7280000000000002	2.464	1.65	1.24	1.62	1.0	1.5948	2.156688291573478	3.30610217355143	360193	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
nmf	1.032	1.5119999999999998	1.44	1.6666666666666667	1.42	1.36	1.4797333333333331	0.18597924106119312	3.3064968569809063	360193	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
tybalt	2.912	1.472	1.26	1.4266666666666667	1.2	2.04	1.4797333333333331	0.23402992565426015	3.3141293719150844	848930	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
adage	2.2319999999999998	1.0	1.14	2.453333333333333	1.38	1.2	1.4346666666666663	1.8414904870543936	3.419263329368319	848930	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
pca	1.696	1.048	1.23	1.0666666666666669	1.0	1.0	1.0689333333333333	2.072590943806234	3.3061454161195725	848930	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
ica	1.584	2.248	2.04	1.28	1.3	1.04	1.5816	2.1995320300574543	3.3061021735514284	848930	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
nmf	1.032	1.5119999999999998	1.45	1.6666666666666667	1.42	1.36	1.4817333333333331	0.1829415322171785	3.3064959662077347	848930	0.5	1000	500	data/simulation/sim_data_samplesize_1000_noise_0.5_genes_500.tsv
tybalt	2.88	1.6159999999999999	1.2	2.6266666666666665	1.14	1.6	1.6365333333333332	-0.661542636392287	3.535341678817125	155420	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.84	1.392	1.19	3.1066666666666665	1.3	1.52	1.701733333333333	0.13953434650779833	3.8513999404301553	155420	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	155420	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.28	2.344	2.39	1.28	1.18	1.12	1.6628	-0.4209519136856065	3.5086057141292515	155420	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5759999999999998	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3047108826885867	3.5085055738842814	155420	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.64	1.304	1.26	1.2933333333333332	1.5	1.2	1.3114666666666666	1.5136402526059467	3.5346488545643093	996786	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.688	2.016	1.56	2.6533333333333333	1.88	2.04	2.029866666666666	1.6027440582356245	3.6606391873981545	996786	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	996786	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.136	2.488	2.36	1.2533333333333334	2.06	1.76	1.9842666666666664	-0.1360732143414874	3.5086057141292533	996786	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.584	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3028882935667041	3.5085042448073187	996786	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.992	1.4880000000000002	1.2	1.9466666666666668	1.4	1.12	1.4309333333333334	-1.3470061092350851	3.5283298911203	997339	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.112	1.04	1.37	1.0	1.24	1.56	1.2420000000000002	1.3958162643578464	3.6085808340138814	997339	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	997339	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.16	2.464	2.49	1.2533333333333334	1.92	1.12	1.8494666666666668	-0.7802684986477417	3.5086057141292457	997339	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5759999999999998	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.2882858224702768	3.508507023727476	997339	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.7760000000000002	1.504	2.4	1.7466666666666666	2.32	1.8	1.9541333333333333	1.361269079745316	3.542860740451843	544791	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.696	2.448	2.01	2.76	1.94	2.08	2.2476	-1.2703816733253477	3.7396763173903866	544791	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	544791	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.088	2.408	2.33	1.28	1.24	1.0	1.6515999999999995	0.4769732889803806	3.5086057141292435	544791	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.568	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3092303269729268	3.5085058777669533	544791	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.7039999999999997	1.24	1.35	2.84	1.78	1.32	1.706	0.7194269882428032	3.5333196251234864	604894	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.1519999999999997	1.008	1.12	2.68	1.18	1.28	1.4536	0.752947912379021	3.6017269801738863	604894	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	604894	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.2	2.3280000000000003	1.86	1.32	1.64	1.6	1.7495999999999998	-0.21962566983032855	3.508605714129253	604894	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.584	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3030021582717176	3.508505924992241	604894	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.2880000000000003	1.328	1.56	1.9333333333333331	1.54	1.6	1.5922666666666667	0.5494875013996149	3.5255827558604387	394096	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.3280000000000003	1.6640000000000001	1.59	1.6133333333333333	1.54	1.72	1.6254666666666666	0.03148453241496475	3.5781421447048603	394096	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	394096	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.176	2.424	2.35	1.2933333333333332	1.38	1.08	1.705466666666667	0.2918790490982713	3.5086057141292537	394096	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5919999999999999	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3033474335589304	3.508504251666144	394096	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.048	1.568	1.75	2.2	1.66	1.84	1.8036	0.4140921897320216	3.524392823932101	569320	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.92	1.824	1.26	2.7466666666666666	1.44	1.28	1.7101333333333333	0.8619730472021985	3.9304730382866286	569320	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	569320	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	1.896	2.2640000000000002	2.0	1.2266666666666666	1.44	1.32	1.6501333333333332	-0.6548592549546394	3.5086057141292515	569320	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.568	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.28685828579872713	3.5085083915337925	569320	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.952	1.5119999999999998	1.58	2.44	1.6	1.36	1.6984	0.8238596294704809	3.5288354813716625	876172	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.2159999999999997	1.056	1.38	2.0933333333333333	1.44	1.6	1.5138666666666665	0.2539831746779713	3.6041713861289626	876172	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	876172	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	1.7919999999999998	2.048	1.68	1.24	1.86	1.2	1.6056	-0.13612911621757284	3.5086057141292493	876172	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5919999999999999	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3127104806185051	3.508505219997996	876172	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.272	1.272	2.02	1.6933333333333334	1.7	1.88	1.7130666666666667	-0.16863180411420034	3.5324276621827115	984912	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.8560000000000003	1.704	1.24	2.9066666666666667	1.28	1.28	1.6821333333333337	-0.9458952339773478	3.8096328388122127	984912	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	984912	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.2	2.488	2.77	1.28	1.7	1.04	1.8556	0.9929401108822836	3.5086057141292537	984912	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.584	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.29415225660981	3.5085076407385216	984912	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.928	1.176	2.07	2.0	2.14	2.08	1.8932	-0.17986130338884898	3.5315304992430203	580893	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.016	1.016	1.21	1.5466666666666666	1.1	1.4	1.2545333333333335	0.7938401832135038	3.6611150646963626	580893	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	580893	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	1.896	2.3280000000000003	2.25	1.3333333333333333	1.42	1.24	1.7142666666666664	-0.5154009895676974	3.508605714129251	580893	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.568	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.30193913443850484	3.5085047362617714	580893	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.984	1.008	1.29	2.88	1.22	1.2	1.5196	-0.10923813638774814	3.612000703075677	601501	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.696	1.392	1.35	2.533333333333333	1.54	1.56	1.6750666666666667	-0.3479949089563372	3.619956459426598	601501	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	601501	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.024	2.32	1.88	1.32	1.78	1.4	1.7399999999999998	0.8233990249628794	3.5086057141292493	601501	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.568	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.30402187569430617	3.5085037673896537	601501	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.112	1.08	2.23	1.92	2.54	2.24	2.002	0.7015343514407126	3.527894839519585	181697	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.3680000000000003	1.008	1.46	2.466666666666667	1.84	1.52	1.6589333333333331	0.527117942840718	3.61527950166484	181697	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	181697	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.344	2.448	2.4	1.3333333333333333	1.56	1.04	1.7562666666666664	-0.38130187244250985	3.5086057141292457	181697	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.584	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3053955339384685	3.5085049727434408	181697	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.92	1.064	1.97	3.1066666666666665	2.14	2.04	2.0641333333333334	1.4534472047614848	3.5397667308478655	135324	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.9760000000000004	1.6880000000000002	1.19	2.96	1.32	1.28	1.6876000000000002	1.002280174149464	3.8176736212756506	135324	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	135324	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.008	2.256	1.88	1.2666666666666666	2.08	1.2	1.7365333333333333	-0.034215076870249064	3.50860571412925	135324	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5759999999999998	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.2866564804345574	3.5085067057699315	135324	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.0	1.4240000000000002	1.42	2.9466666666666668	1.5	1.48	1.754133333333333	0.9803504479608988	3.539155983463936	771364	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.8960000000000004	1.568	1.01	2.8	1.14	1.16	1.5356	0.3442060362107183	3.6307873845348855	771364	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	771364	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.1919999999999997	2.248	2.22	1.32	1.22	1.0	1.6016	-1.5839202298779076	3.5086057141292493	771364	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.584	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3084153135350324	3.5085059005032715	771364	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.864	1.344	1.5	2.2266666666666666	1.6	1.64	1.6621333333333337	-1.4250732113724016	3.5535185830751983	457210	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.3040000000000003	1.04	1.2	2.36	1.38	1.32	1.46	1.2990989825043815	3.620574943638321	457210	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	457210	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.2159999999999997	2.32	2.16	1.2666666666666666	1.22	1.12	1.6173333333333333	0.2396125068126385	3.5086057141292453	457210	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.1840000000000002	1.464	1.5	1.586666666666667	1.48	1.44	1.494133333333333	0.11986519641215874	3.508551661231995	457210	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.112	1.024	1.8	3.16	2.12	1.8	1.9808	2.1315338743258407	3.5289788907412962	857537	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.32	1.088	1.62	2.2	1.66	1.96	1.7056	-0.4651021982148072	3.6195122438158656	857537	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	857537	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	1.864	2.12	2.01	1.3066666666666666	1.36	1.64	1.6873333333333336	0.6785526170754609	3.5086057141292484	857537	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.584	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.2895949894928415	3.5085062851437256	857537	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	2.792	1.04	1.46	2.5866666666666664	1.74	1.76	1.7173333333333332	1.1912534956222742	3.5343966554085533	402658	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.608	1.016	1.1	2.68	1.16	1.16	1.4232	1.211512652564314	3.7929676677943016	402658	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	402658	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.0	2.3680000000000003	2.03	1.28	1.36	1.04	1.6156	0.9960273631180364	3.5086057141292537	402658	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5759999999999998	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.2974411430948254	3.5085073669181863	402658	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.112	1.376	1.3	2.24	1.4	1.6	1.5832000000000002	1.1735227336557772	3.6368573309873033	651358	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.44	1.456	1.7	1.68	1.8	1.56	1.6392	0.4449439385533615	3.53812598905444	651358	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	651358	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.28	2.32	1.87	1.24	1.46	1.2	1.618	-0.21805284410313205	3.5086057141292515	651358	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.584	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.2876058387300487	3.5085063557667904	651358	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.208	1.2	1.38	1.7066666666666668	1.72	1.16	1.4333333333333331	0.427494451576676	3.5281717154366214	340048	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.5839999999999996	1.032	1.04	2.36	1.12	1.24	1.3584	-1.124488775813443	3.767972086249016	340048	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	340048	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	2.136	2.2640000000000002	2.06	1.32	1.44	1.44	1.7048	-0.05227923709703465	3.5086057141292533	340048	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5759999999999998	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3066520597198913	3.508504840191005	340048	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.28	1.128	1.86	3.16	1.88	1.92	1.9896	-0.004995191791073433	3.536832058347536	919782	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
adage	2.344	1.072	1.17	2.3466666666666667	1.12	1.32	1.4057333333333335	0.1219683437453771	3.7389113089002977	919782	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
pca	1.976	1.1440000000000001	1.41	1.04	1.1	1.0	1.1388	-1.3731169494353548	3.5086057141292577	919782	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
ica	1.96	2.2640000000000002	2.79	1.346666666666667	1.52	1.0	1.7841333333333336	-0.3828475479855181	3.508605714129251	919782	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
nmf	1.5759999999999998	1.4080000000000001	1.5	1.413333333333333	1.74	1.64	1.540266666666667	0.3038871623475043	3.5085058210721227	919782	0.5	500	500	data/simulation/sim_data_samplesize_500_noise_0.5_genes_500.tsv
tybalt	3.2560000000000002	1.3719999999999999	1.065	1.5466666666666666	1.01	1.0	1.1987333333333334	2.1908084361822238	4.147643584189299	840651	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
adage	3.4160000000000004	3.252	3.29	3.3	3.0	3.08	3.1844	-1.4088173187631983	4.794116390568834	840651	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
pca	1.272	1.052	1.105	1.04	1.0	1.0	1.0394	-1.8496429291816148	4.144471253412272	840651	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
ica	1.092	2.088	1.76	1.5466666666666666	1.35	1.06	1.5609333333333335	-0.17592065981939156	4.144473319973213	840651	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
nmf	1.004	1.396	1.5	1.4	1.4	1.4	1.4192	0.9376834012892103	4.144773173465569	840651	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
tybalt	3.3680000000000003	1.016	1.355	1.2733333333333334	1.11	1.16	1.1828666666666667	1.9883295511597217	4.148993348403444	119120	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
adage	2.932	1.432	1.06	2.973333333333333	1.29	1.12	1.5750666666666668	-0.8976787496838861	4.409630052676537	119120	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
pca	1.256	1.028	1.115	1.0333333333333334	1.01	1.0	1.0372666666666666	-1.3043742641360716	4.14448568848061	119120	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
ica	1.272	2.044	1.885	1.586666666666667	1.48	1.12	1.623133333333333	0.4741172936465553	4.144473319973209	119120	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
nmf	1.004	1.396	1.5	1.4	1.4	1.4	1.4192	0.9353693739254464	4.144773071808238	119120	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
tybalt	3.2	1.28	1.02	1.08	1.4	1.4	1.236	1.6430862208557016	4.148665013378408	802820	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
adage	2.984	1.456	1.055	2.8666666666666667	1.18	1.18	1.5475333333333332	0.7822809387015369	4.687020480284756	802820	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
pca	1.304	1.024	1.1	1.0333333333333334	1.02	1.0	1.0354666666666668	-1.649121072163231	4.144471980497964	802820	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
ica	1.248	2.032	2.07	1.58	1.45	1.08	1.6424	-0.6831514653004574	4.144473319973211	802820	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
nmf	1.004	1.396	1.5	1.4	1.4	1.4	1.4192	0.9386350856161408	4.1447731634407905	802820	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
tybalt	3.036	1.452	1.01	1.3333333333333333	1.16	1.02	1.1950666666666667	1.1670370445686595	4.151663081560682	859867	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
adage	2.548	1.0	1.03	2.48	1.09	1.04	1.3279999999999998	-1.4036648791127493	4.2985800718883125	859867	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
pca	1.188	1.024	1.09	1.0333333333333334	1.01	1.02	1.0354666666666668	-1.8803469899635223	4.1444666747204035	859867	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
ica	1.232	1.9040000000000001	2.155	1.5466666666666666	1.32	1.08	1.6011333333333333	-0.6002183055841589	4.144473319973209	859867	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
nmf	1.004	1.396	1.5	1.4	1.4	1.4	1.4192	0.9381897900542241	4.144773280404978	859867	0.0	4000	1000	data/simulation/sim_data_samplesize_4000_noise_0_genes_1000.tsv
